mesh1kmid,prefcode,citycode,year,month,dayflag,timezone,population
53402069,12,12101,2021,03,0,0,602
53402069,12,12101,2021,03,0,1,114
53402069,12,12101,2021,03,0,2,353
53402069,12,12101,2021,03,1,0,1079
53402069,12,12101,2021,03,1,1,412
53402069,12,12101,2021,03,1,2,683
53402069,12,12101,2021,03,2,0,956
53402069,12,12101,2021,03,2,1,335
53402069,12,12101,2021,03,2,2,598
53402077,12,12101,2021,03,0,0,35
53402077,12,12101,2021,03,0,2,20
53402077,12,12101,2021,03,1,0,159
53402077,12,12101,2021,03,1,2,63
53402077,12,12101,2021,03,2,0,127
53402077,12,12101,2021,03,2,2,52
53402078,12,12101,2021,03,0,0,24
53402078,12,12101,2021,03,0,1,105
53402078,12,12101,2021,03,0,2,56
53402078,12,12101,2021,03,1,0,394
53402078,12,12101,2021,03,1,1,55
53402078,12,12101,2021,03,1,2,186
53402078,12,12101,2021,03,2,0,299
53402078,12,12101,2021,03,2,1,68
53402078,12,12101,2021,03,2,2,153
53402079,12,12101,2021,03,0,0,139
53402079,12,12101,2021,03,0,2,76
53402079,12,12101,2021,03,1,0,1327
53402079,12,12101,2021,03,1,1,136
53402079,12,12101,2021,03,1,2,640
53402079,12,12101,2021,03,2,0,1021
53402079,12,12101,2021,03,2,1,101
53402079,12,12101,2021,03,2,2,495
53402086,12,12101,2021,03,1,0,24
53402086,12,12101,2021,03,2,0,17
53402087,12,12101,2021,03,0,0,78
53402087,12,12101,2021,03,0,1,41
53402087,12,12101,2021,03,0,2,68
53402087,12,12101,2021,03,1,0,382
53402087,12,12101,2021,03,1,1,46
53402087,12,12101,2021,03,1,2,203
53402087,12,12101,2021,03,2,0,304
53402087,12,12101,2021,03,2,1,45
53402087,12,12101,2021,03,2,2,168
53402088,12,12101,2021,03,0,0,295
53402088,12,12101,2021,03,0,1,39
53402088,12,12101,2021,03,0,2,143
53402088,12,12101,2021,03,1,0,514
53402088,12,12101,2021,03,1,1,88
53402088,12,12101,2021,03,1,2,260
53402088,12,12101,2021,03,2,0,458
53402088,12,12101,2021,03,2,1,75
53402088,12,12101,2021,03,2,2,230
53402089,12,12101,2021,03,0,0,215
53402089,12,12101,2021,03,0,2,99
53402089,12,12101,2021,03,1,0,297
53402089,12,12101,2021,03,1,1,49
53402089,12,12101,2021,03,1,2,157
53402089,12,12101,2021,03,2,0,276
53402089,12,12101,2021,03,2,1,36
53402089,12,12101,2021,03,2,2,142
53402096,12,12101,2021,03,1,0,32
53402096,12,12101,2021,03,1,2,12
53402096,12,12101,2021,03,2,0,24
53402097,12,12101,2021,03,0,0,83
53402097,12,12101,2021,03,0,1,146
53402097,12,12101,2021,03,0,2,102
53402097,12,12101,2021,03,1,0,1213
53402097,12,12101,2021,03,1,1,334
53402097,12,12101,2021,03,1,2,691
