mesh1kmid,prefcode,citycode,year,month,dayflag,timezone,population
53402069,12,12101,2021,12,0,0,655
53402069,12,12101,2021,12,0,1,193
53402069,12,12101,2021,12,0,2,431
53402069,12,12101,2021,12,1,0,1060
53402069,12,12101,2021,12,1,1,334
53402069,12,12101,2021,12,1,2,650
53402069,12,12101,2021,12,2,0,955
53402069,12,12101,2021,12,2,1,298
53402069,12,12101,2021,12,2,2,593
53402077,12,12101,2021,12,0,0,37
53402077,12,12101,2021,12,0,2,12
53402077,12,12101,2021,12,1,0,139
53402077,12,12101,2021,12,1,2,46
53402077,12,12101,2021,12,2,0,113
53402077,12,12101,2021,12,2,2,37
53402078,12,12101,2021,12,0,0,217
53402078,12,12101,2021,12,0,1,53
53402078,12,12101,2021,12,0,2,131
53402078,12,12101,2021,12,1,0,326
53402078,12,12101,2021,12,1,1,133
53402078,12,12101,2021,12,1,2,212
53402078,12,12101,2021,12,2,0,298
53402078,12,12101,2021,12,2,1,112
53402078,12,12101,2021,12,2,2,191
53402079,12,12101,2021,12,0,0,417
53402079,12,12101,2021,12,0,1,142
53402079,12,12101,2021,12,0,2,258
53402079,12,12101,2021,12,1,0,1514
53402079,12,12101,2021,12,1,1,293
53402079,12,12101,2021,12,1,2,789
53402079,12,12101,2021,12,2,0,1231
53402079,12,12101,2021,12,2,1,254
53402079,12,12101,2021,12,2,2,652
53402087,12,12101,2021,12,0,0,127
53402087,12,12101,2021,12,0,1,103
53402087,12,12101,2021,12,0,2,122
53402087,12,12101,2021,12,1,0,437
53402087,12,12101,2021,12,1,1,118
53402087,12,12101,2021,12,1,2,266
53402087,12,12101,2021,12,2,0,357
53402087,12,12101,2021,12,2,1,114
53402087,12,12101,2021,12,2,2,229
53402088,12,12101,2021,12,0,0,138
53402088,12,12101,2021,12,0,1,65
53402088,12,12101,2021,12,0,2,91
53402088,12,12101,2021,12,1,0,470
53402088,12,12101,2021,12,1,1,116
53402088,12,12101,2021,12,1,2,283
53402088,12,12101,2021,12,2,0,384
53402088,12,12101,2021,12,2,1,103
53402088,12,12101,2021,12,2,2,234
53402089,12,12101,2021,12,0,0,340
53402089,12,12101,2021,12,0,1,44
53402089,12,12101,2021,12,0,2,163
53402089,12,12101,2021,12,1,0,520
53402089,12,12101,2021,12,1,1,61
53402089,12,12101,2021,12,1,2,246
53402089,12,12101,2021,12,2,0,473
53402089,12,12101,2021,12,2,1,56
53402089,12,12101,2021,12,2,2,224
53402096,12,12101,2021,12,1,0,17
53402096,12,12101,2021,12,1,2,10
53402096,12,12101,2021,12,2,0,14
53402097,12,12101,2021,12,0,0,32
53402097,12,12101,2021,12,0,1,72
53402097,12,12101,2021,12,0,2,50
53402097,12,12101,2021,12,1,0,957
53402097,12,12101,2021,12,1,1,276
53402097,12,12101,2021,12,1,2,563
53402097,12,12101,2021,12,2,0,718
53402097,12,12101,2021,12,2,1,224
53402097,12,12101,2021,12,2,2,431
